ID,DNA,RADseq_pool_100bp,RADseq_pool_150bp,Adapter_100bp,Adapter_150bp,W.S,CSr,P.H,L.L,L.W,Pti,Lam,LLW,P.L,L.M,N.L,S.H,Gsh,Ssh,SLD,Gen,B.T,F.T,SLL,SLW,Pet,FSr,Rot,Sht,RSR,RD1,RD2,RD3,RD4,Replanted,Block,Tray,Cross,TrayBlock
737,31.8,25,25,16,16,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.257,2.017,1.936,3.251,NA,NA,29,2,29
306,20.7,26,26,15,15,0.0125,1,31,2.386,0.961,0.691,1.695,1.763788,0.41,2,27,37,NA,3,0.73,F2,158,178,NA,NA,4.2814,NA,NA,NA,NA,3.118,4.54,4.576,4.732,NA,NA,12,2,12
827,24.7,14,14,17,17,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.976,1.802,1.058,1.187,NA,NA,32,2,32
193,39.4,38,38,4,4,NA,1,NA,1.567,0.777,0.48,1.087,1.39897,0.44,2,NA,NA,NA,NA,NA,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.454,2.571,2.781,5.117,NA,NA,8,3,8
697,19.2,28,28,2,2,0.0097,1,40.5,NA,NA,NA,NA,NA,NA,NA,26,41,NA,2,0.63,F2,155,187,2.346,1.441,NA,NA,NA,NA,NA,2.24,5.96,2.491,5.299,NA,NA,27,3,27
266,14,13,13,10,10,0.00590227272727261,1,33,1.879,0.772,0.443,1.436,1.860104,0.31,2,21,33,1,5,0.64,F2,168,195,2.793,1.368,NA,NA,NA,NA,NA,1.854,3.08,3.557,3.649,NA,NA,11,3,11
421,12.5,6,6,20,20,0.0106,1,35,1.745,0.855,0.149,1.596,1.866667,0.09,1,23,39,2,1,0.59,F2,167,193,NA,NA,NA,NA,NA,NA,NA,2.146,4.008,3.726,3.556,NA,NA,17,3,17
381,17.4,36,36,4,4,0.0119,1,NA,1.157,0.648,0.145,1.012,1.561728,0.14,1,18,35,1,NA,0.51,F2,160,NA,NA,NA,4.7554,NA,NA,NA,NA,1.623,2.944,2.955,2.484,NA,NA,15,3,15
364,34.6,33,33,10,10,0.0113,1,30,1.241,0.754,NA,1.241,1.645889,NA,2,20,34,1,1,0.59,F2,159,181,NA,NA,NA,NA,NA,NA,NA,1.923,3.104,3.305,3.233,NA,NA,14,3,14
27,24.1,36,36,9,9,0.013310227272727,1,25,1.44,0.692,0.401,1.039,1.501445,0.39,1,18,29,4,1,0.62,F2,160,185,NA,NA,4.3886,NA,NA,NA,NA,1.8,3.245,3.102,3.171,1,NA,2,2,2
885,16.8,10,10,3,3,0.0092,1,32.5,NA,NA,NA,NA,NA,NA,NA,19,32,1,2,0.59,F2,172,193,NA,NA,NA,NA,NA,NA,NA,1.59,2.732,2.515,2.922,NA,NA,35,3,35
454,30,40,40,11,11,0.008,1,34.5,1.525,0.795,0.343,1.182,1.486792,0.29,1,21,39,1,2,0.54,F2,166,190,NA,NA,5.7817,NA,NA,NA,NA,1.564,3.041,2.448,3.115,1,NA,18,2,18
437,14.7,8,8,20,20,0.0098,1,34,1.557,0.849,0.103,1.454,1.712603,0.07,1,20,32,1,3,0.63,F2,167,190,NA,NA,NA,NA,NA,NA,NA,1.758,3.376,3.106,3.622,NA,NA,17,3,17
958,28.8,35,49,4,4,0.0052,1,19.5,3.086,1.627,0.444,2.642,1.623848,0.17,1,30,39,NA,1,0.77,F2,168,199,3.199,1.467,NA,NA,NA,NA,NA,3.967,5.996,6.874,6.425,NA,NA,37,2,37
397,16.6,42,42,17,17,0.0055,1,NA,1.712,0.847,0.353,1.359,1.604486,0.26,1,23,31,1,2,0.74,F2,168,193,NA,NA,4.2759,NA,NA,NA,NA,2.071,3.313,2.545,3.219,NA,NA,16,2,16
552,17.3,31,31,9,9,0.00289090909090903,1,NA,NA,NA,NA,NA,NA,NA,NA,25,47,NA,2,0.53,F2,156,NA,NA,NA,NA,NA,NA,NA,NA,2.582,4.638,4.885,4.862,NA,NA,22,2,22
121,16.3,13,13,8,8,NA,1,NA,1.21,0.566,0.16,1.05,1.855124,0.15,2,NA,NA,NA,NA,NA,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,1.262,1.533,2.334,1,NA,5,2,5
104,12.7,30,30,4,4,NA,1,24,1.887,1.053,0.111,1.776,1.68661,0.06,1,17,23,NA,2,0.74,F2,160,178,NA,NA,NA,NA,NA,NA,NA,2.39,3.572,3.549,3.668,NA,NA,4,2,4
625,123,43,43,14,14,0.0182,1,25,1.872,1.183,0.35,1.522,1.28656,0.23,2,23,32,NA,2,0.72,F2,160,185,NA,NA,NA,NA,NA,NA,NA,1.828,4.123,4.503,4.955,NA,NA,25,3,25
63,15.8,NA,51,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.0028,0.0141,0.19858156,1.361,2.385,2.96,3.549,NA,3,NA,NA,3
1013,31.2,27,27,19,19,0.0175,1,34,1.639,0.872,0.377,1.262,1.447248,0.3,2,19,39,NA,3,0.49,F2,160,183,2.417,1.241,NA,NA,NA,NA,NA,2.574,4.08,3.899,4.093,NA,NA,39,3,39
72,15.1,NA,51,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2.018,3.632,4.024,4.259,NA,3,NA,NA,3
585,29.8,39,39,16,16,0.0128284090909088,1,35,1.826,1.077,0.394,1.432,1.329619,0.28,1,22,40,1,3,0.55,F2,156,189,NA,NA,NA,NA,NA,NA,NA,1.651,2.77,3.607,3.826,NA,NA,23,3,23
740,30.5,26,26,10,10,0.00289090909090903,1,43,NA,NA,NA,NA,NA,NA,NA,27,43,NA,4,0.63,F2,159,190,NA,NA,NA,NA,NA,NA,NA,2.075,3.781,4.076,4.706,NA,NA,29,2,29
137,11.9,41,41,18,18,0.00933522727272708,1,39.5,1.403,0.812,NA,1.403,1.727833,NA,1,25,40,NA,2,0.63,F2,167,193,2.6355,1.453,NA,NA,NA,NA,NA,2.253,2.399,2.846,2.898,NA,NA,6,3,6
81,18.2,20,20,10,10,0.0125272727272725,1,47,2.879,1.306,0.297,2.582,1.977029,0.12,1,41,52,NA,3,0.79,F2,167,193,NA,NA,NA,NA,NA,NA,NA,3.593,5.984,5.967,4.87,NA,NA,4,2,4
813,16.6,36,36,17,17,0.00373409090909083,1,37,NA,NA,NA,NA,NA,NA,NA,21,40,NA,3,0.53,F2,181,194,3.267,1.411,NA,NA,NA,NA,NA,1.602,3.353,3.118,3.783,NA,NA,32,2,32
90,33.1,37,37,8,8,0.00782954545454529,1,NA,1.218,0.566,0.104,1.114,1.968198,0.09,2,NA,NA,NA,NA,NA,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.824,2.522,2.28,2.998,NA,NA,4,2,4
252,13.2,2,2,2,2,0.0045,1,37,NA,NA,NA,NA,NA,NA,NA,24,45,NA,4,0.53,F2,165,190,NA,NA,5.6162,NA,NA,NA,NA,3.367,5.735,5.396,5.763,NA,NA,10,2,10
1098,15.9,7,7,9,9,0.0101,1,17.5,NA,NA,NA,NA,NA,NA,NA,10,21,NA,2,0.48,F2,162,178,2.627,1.355,NA,NA,NA,NA,NA,1.436,3.468,3.204,3.981,NA,NA,43,3,43
325,47,39,39,7,7,0.0107,1,41,1.302,0.797,NA,1.302,1.633626,NA,1,16,26,NA,3,0.62,F2,181,205,NA,NA,5.6292,NA,NA,NA,NA,1.915,2.845,2.822,2.429,NA,NA,13,2,13
829,17.4,16,47,7,13,0.0094,1,32,NA,NA,NA,NA,NA,NA,NA,20,30,NA,4,0.67,F2,152,172,NA,NA,NA,NA,NA,NA,NA,3.754,5.555,5.734,5.175,NA,NA,32,2,32
195,14.9,7,7,5,5,0.0093,1,35,2.144,1.049,0.12,2.024,1.929457,0.06,1,29,38,3,2,0.76,F2,170,195,NA,NA,NA,NA,NA,NA,NA,2.268,4.216,4.596,3.91,NA,NA,8,3,8
871,12,22,22,17,17,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.262,0.876,0.878,1.609,NA,NA,34,2,34
285,21.8,3,3,13,13,0.0101181818181816,1,57,2.637,1.178,0.19,2.447,2.07725,0.08,2,33,46,3,2,0.72,F2,168,NA,2.831,1.219,NA,NA,NA,NA,NA,2.329,4.708,4.919,5.255,NA,NA,11,3,11
440,33,27,27,14,14,0.0074,1,43.5,1.708,0.799,0.236,1.472,1.842303,0.16,1,16,33,NA,1,0.48,F2,166,195,2.438,1.419,NA,NA,NA,NA,NA,1.895,3.271,3.587,2.878,NA,NA,17,3,17
268,16.8,18,18,8,8,0.0234886363636359,1,25.5,1.443,0.806,0.2,1.243,1.542184,0.16,2,16,28,1,2,0.57,F2,170,190,3.166,1.353,NA,NA,NA,NA,NA,2.306,3.59,3.658,4.108,NA,NA,11,3,11
423,26.8,27,27,6,6,0.0069,1,37,2.213,1.161,0.131,2.082,1.793282,0.06,1,27,36,1,3,0.75,F2,167,195,NA,NA,NA,NA,NA,NA,NA,2.809,4.89,4.568,4.879,NA,NA,17,3,17
789,18,31,31,7,7,0.0129,1,23,NA,NA,NA,NA,NA,NA,NA,17,26,NA,2,0.65,F2,159,176,NA,NA,NA,NA,NA,NA,NA,2.62,3.967,4.266,3.695,NA,NA,31,2,31
383,40.3,12,12,9,9,0.0229,1,26,2.485,1.126,0.401,2.084,1.850799,0.19,1,15,26,1,2,0.58,F2,170,190,NA,NA,5.7766,NA,NA,NA,NA,3.136,3.893,3.753,3.522,NA,NA,15,3,15
887,12.8,17,17,20,20,0.0044,1,NA,NA,NA,NA,NA,NA,NA,NA,23,33,4,4,0.7,F2,160,NA,2.753,1.467,NA,NA,NA,NA,NA,1.935,3.046,3.358,3.979,NA,NA,35,3,35
456,43,43,43,2,2,0.0037,1,31,1.638,0.724,NA,1.638,2.262431,NA,1,14,30,1,4,0.47,F2,173,199,2.51,1.151,5.6347,NA,NA,NA,NA,2.073,3.393,3.053,3.245,NA,NA,18,2,18
611,22.1,20,20,11,11,NA,1,31.5,1.512,0.736,NA,1.512,2.054348,NA,2,23,35,NA,2,0.66,F2,170,195,NA,NA,NA,NA,NA,NA,NA,2.302,3.308,3.06,3.125,NA,NA,24,2,24
977,26.2,35,35,17,17,0.00228863636363632,1,NA,NA,NA,NA,NA,NA,NA,NA,21,36,1,2,0.58,F2,160,NA,NA,NA,NA,NA,NA,NA,NA,1.985,3.378,3.454,3.623,NA,NA,38,2,38
529,14.5,22,22,4,4,0.0174,1,34,1.944,0.914,0.554,1.39,1.520788,0.4,2,21,37,NA,3,0.57,F2,160,182,NA,NA,NA,NA,NA,NA,NA,2.26,4.049,3.749,4.938,NA,NA,21,3,21
571,18.7,32,32,4,4,0.0136,1,22,NA,NA,NA,NA,NA,NA,NA,13,26,2,5,0.5,F2,156,176,NA,NA,NA,NA,NA,NA,NA,1.806,2.698,3.052,2.983,NA,NA,22,2,22
1010,21.9,11,11,20,20,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F2,181,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,3,39
123,24.4,17,17,11,11,0.0325227272727266,1,25.5,2.155,1.11,0.25,1.905,1.716216,0.13,1,19,32,NA,1,0.59,F2,160,178,2.483,1.528,NA,NA,NA,NA,NA,3.285,3.891,4.543,4.241,NA,NA,5,2,5
489,24.7,17,17,2,2,0.0132,1,38,NA,NA,NA,NA,NA,NA,NA,24,38,NA,3,0.63,F2,160,190,NA,NA,NA,NA,NA,NA,NA,2.873,4.689,5.24,4.98,NA,NA,19,2,19
644,22,22,22,7,7,0.018,1,27,1.4,0.685,0.357,1.043,1.522628,0.34,2,19,30,NA,NA,0.63,F2,170,190,NA,NA,NA,NA,NA,NA,NA,1.877,2.28,2.282,2.102,1,NA,25,3,25
627,21.3,19,19,8,8,0.0087,1,39,1.668,0.736,0.676,0.992,1.347826,0.68,1,23,39,1,2,0.59,F2,160,190,NA,NA,NA,NA,NA,NA,NA,1.469,2.773,2.888,3.651,NA,NA,25,3,25
717,12.5,8,8,17,17,0.0202,1,44,NA,NA,NA,NA,NA,NA,NA,24,43,2,3,0.56,F2,165,195,NA,NA,NA,NA,NA,NA,NA,2.092,3.31,3.181,3.746,NA,NA,28,2,28
587,13,43,43,10,10,0.021742045454545,1,23,2.166,1.1,0.814,1.352,1.229091,0.6,1,19,30,1,2,0.63,F2,160,181,2.61,1.438,NA,NA,NA,NA,NA,2.164,4.858,5.224,4.199,NA,NA,23,3,23
742,16.6,32,32,8,8,0.0004215909090909,1,NA,NA,NA,NA,NA,NA,NA,NA,23,40,1,2,0.58,F2,160,NA,NA,NA,NA,NA,NA,NA,NA,1.568,2.068,2.271,3.29,NA,NA,29,2,29
156,15.2,35,35,6,6,NA,1,40,1.936,0.949,0.624,1.312,1.382508,0.48,1,21,40,NA,3,0.53,F2,160,190,NA,NA,NA,NA,NA,NA,NA,2.649,4.868,4.858,5.099,NA,NA,6,3,6
139,38,15,15,5,5,0.0137,1,25.5,1.264,0.494,0.444,0.82,1.659919,0.54,1,14,27,NA,NA,0.52,F2,170,190,2.517,0.973,NA,NA,NA,NA,NA,1.568,2.451,2.62,3.23,1,NA,6,3,6
815,24.9,16,16,16,16,6.02272727272715E-05,1,NA,NA,NA,NA,NA,NA,NA,NA,23,24,2,17,0.96,F2,160,NA,2.505,1.5185,NA,NA,NA,NA,NA,2.266,4.22,4.172,4.101,NA,NA,32,2,32
271,31.6,11,11,19,19,0.00897386363636345,1,47,1.189,0.629,0.092,1.097,1.744038,0.08,1,25,44,1,1,0.57,F2,168,195,3.411,1.433,NA,NA,NA,NA,NA,2.227,4.139,4.165,4.604,NA,NA,11,3,11
775,12.2,7,7,13,13,0.0124,1,25,1.898,0.923,NA,1.898,2.056338,NA,1,17,30,1,1,0.57,F2,160,178,2.872,1.382,NA,NA,NA,NA,NA,1.541,2.453,2.762,3.346,NA,NA,30,2,30
930,12.8,4,52,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.0009,0.0202,0.04455446,2.225,3.042,3.309,4.421,NA,36,NA,NA,36
327,15.1,38,38,17,17,0.0035,1,31,2.138,1.026,0.131,2.007,1.95614,0.07,1,14,29,1,3,0.48,F2,172,193,2.465,1.225,4.3342,NA,NA,NA,NA,1.373,2.944,2.933,3.434,NA,NA,13,2,13
