ID,DNA,RADseq_pool_100bp,RADseq_pool_150bp,Adapter_100bp,Adapter_150bp,W.S,CSr,P.H,L.L,L.W,Pti,Lam,LLW,P.L,L.M,N.L,S.H,Gsh,Ssh,SLD,Gen,B.T,F.T,SLL,SLW,Pet,FSr,Rot,Sht,RSR,RD1,RD2,RD3,RD4,Replanted,Block,Tray,Cross,TrayBlock
55,20.7,NA,51,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2.117,4.276,4.37,4.129,NA,3,NA,NA,3
64,13.1,NA,51,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,1.834,2.519,2.273,2.698,NA,3,NA,NA,3
745,13,44,44,12,12,0.00102386363636362,1,27,NA,NA,NA,NA,NA,NA,NA,17,29,NA,2,0.59,F2,158,178,NA,NA,NA,NA,NA,NA,NA,2.016,3.187,3.414,3.749,NA,NA,29,2,29
900,32.9,45,50,13,7,0.00439659090909082,1,29,NA,NA,NA,NA,NA,NA,NA,16,30,NA,2,0.53,F2,160,181,NA,NA,NA,NA,NA,NA,NA,2.26,3.57,3.614,3.986,NA,NA,35,3,35
314,23.3,27,27,3,3,0.00234886363636359,1,29,2.057,1.064,0.404,1.653,1.553571,0.24,1,21,33,1,NA,0.64,F2,170,196,2.757,1.349,5.3234,NA,NA,NA,NA,3.11,3.039,3.515,3.611,NA,NA,13,2,13
818,11.7,16,16,5,5,0.00283068181818176,1,46,NA,NA,NA,NA,NA,NA,NA,32,39,NA,2,0.82,F2,172,203,2.4805,0.9055,NA,NA,NA,NA,NA,2.273,4.2,4.291,4.684,NA,NA,32,2,32
184,37,38,38,5,5,0.00150568181818179,1,39,2.798,1.084,NA,2.798,2.581181,NA,1,31,44,NA,2,0.7,F2,159,185,NA,NA,NA,NA,NA,NA,NA,3.421,5.28,5.611,4.457,NA,NA,8,3,8
82,15.8,41,41,15,15,0.0174056818181815,1,24.5,1.657,0.831,0.122,1.535,1.847172,0.08,1,21,30,NA,2,0.7,F2,160,185,NA,NA,NA,NA,NA,NA,NA,3.18,3.175,3.217,3.482,NA,NA,4,2,4
257,16.1,40,40,4,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F2,NA,NA,NA,NA,4.0338,NA,NA,NA,NA,1.957,4.02,4.122,4.228,NA,NA,10,2,10
412,18.9,40,49,12,15,NA,1,39,1.728,0.954,0.148,1.58,1.656184,0.09,1,26,44,1,1,0.59,F2,160,186,NA,NA,4.7971,NA,NA,NA,NA,1.866,2.959,2.932,3.455,NA,NA,16,2,16
778,17.8,25,25,7,7,0.0148,1,21,1.708,0.84,NA,1.708,2.033333,NA,1,15,18,7,1,0.83,F2,165,176,2.671,1.52,NA,NA,NA,NA,NA,2.636,3.782,3.972,4.14,NA,NA,30,2,30
91,14.6,41,41,16,16,NA,1,34.5,1.429,0.667,0.254,1.175,1.761619,0.22,2,19,35,1,2,0.54,F2,170,196,3.106,1.277,NA,NA,NA,NA,NA,1.257,2.89,2.837,2.876,NA,NA,4,2,4
1102,39.5,40,40,19,19,0.000843181818181801,1,27,NA,NA,NA,NA,NA,NA,NA,24,37,NA,3,0.65,F2,166,190,3.455,1.488,NA,NA,NA,NA,NA,2.137,5.031,4.96,4.985,NA,NA,43,3,43
372,35.7,13,13,20,20,0.0102,1,29,2.404,1.057,0.56,1.844,1.74456,0.3,1,21,33,2,3,0.64,F2,168,193,NA,NA,5.3248,NA,NA,NA,NA,2.42,4.057,4.251,3.94,NA,NA,15,3,15
893,20.5,21,21,16,16,0.0079,1,30,NA,NA,NA,NA,NA,NA,NA,22,35,2,5,0.63,F2,170,187,NA,NA,NA,NA,NA,NA,NA,1.728,3.302,3.674,3.706,NA,NA,35,3,35
876,47.8,45,45,9,9,0.0057,1,NA,NA,NA,NA,NA,NA,NA,NA,27,43,NA,1,0.63,F2,156,NA,NA,NA,NA,NA,NA,NA,NA,2.905,4.713,4.81,4.713,NA,NA,34,2,34
445,13.1,23,23,8,8,0.0101,1,30,1.944,0.988,0.303,1.641,1.660931,0.18,2,26,36,NA,3,0.72,F2,160,181,NA,NA,4.6427,NA,NA,NA,NA,2.023,3.749,4.208,4.034,NA,NA,18,2,18
428,20.2,23,23,14,14,0.0199,1,25,1.995,1.068,0.198,1.797,1.682584,0.11,2,15,29,NA,2,0.52,F2,156,178,NA,NA,NA,NA,NA,NA,NA,2.409,4.296,3.985,4.061,NA,NA,17,3,17
949,13.5,34,34,17,17,0.0108,1,49,3.066,1.636,0.5,2.566,1.56846,0.19,1,33,45,NA,2,0.73,F2,159,190,NA,NA,NA,NA,NA,NA,NA,3.621,5.855,5.909,6.608,NA,NA,37,2,37
991,24.5,46,46,4,4,0.0169,1,34,1.251,0.713,0.174,1.077,1.510519,0.16,1,21,30,2,3,0.7,F2,167,190,2.807,1.394,NA,NA,NA,NA,NA,2.279,3.595,2.955,3.309,NA,NA,39,3,39
560,17.1,32,32,3,3,0.0165,1,31,NA,NA,NA,NA,NA,NA,NA,18,38,NA,NA,0.47,F2,160,183,NA,NA,NA,NA,NA,NA,NA,1.517,2.733,2.919,3.45,NA,NA,22,2,22
388,18.4,17,17,18,18,0.0137,1,NA,2.069,0.9,0.504,1.565,1.738889,0.32,2,25,34,NA,3,0.74,F2,172,NA,2.709,1.254,6.0768,NA,NA,NA,NA,3.432,3.034,4.713,3.674,NA,NA,15,3,15
543,14.9,17,17,7,7,NA,1,NA,1.186,0.581,0.449,0.737,1.268503,0.61,2,NA,NA,NA,NA,NA,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,2.476,2.754,3.214,NA,NA,21,3,21
112,33.7,14,14,8,8,NA,1,38,1.604,0.855,0.24,1.364,1.595322,0.18,1,19,35,NA,2,0.54,F2,172,200,2.984,1.421,NA,NA,NA,NA,NA,1.595,2.175,2.323,2.595,NA,NA,5,2,5
616,16.8,7,7,10,10,0.007,1,29,1.33,0.534,0.281,1.049,1.964419,0.27,2,25,30,NA,1,0.83,F2,170,195,2.965,1.241,NA,NA,NA,NA,NA,1.397,2.561,2.272,2.154,NA,NA,24,2,24
1069,14.5,2,2,10,10,0.0112,1,32,NA,NA,NA,NA,NA,NA,NA,15,34,1,3,0.44,F2,160,183,NA,NA,NA,NA,NA,NA,NA,2.046,4.234,4.205,4.178,NA,NA,42,3,42
576,13.1,20,20,20,20,0.00590227272727261,1,39,1.524,0.905,0.395,1.129,1.247514,0.35,1,16,34,1,4,0.47,F2,165,190,NA,NA,NA,NA,NA,NA,NA,1.665,2.623,3.4,2.907,NA,NA,23,3,23
731,17.7,44,44,11,11,0.00204772727272723,1,20,NA,NA,NA,NA,NA,NA,NA,14,26,1,3,0.54,F2,160,176,NA,NA,NA,NA,NA,NA,NA,0.893,2.434,2.811,3.566,1,NA,29,2,29
145,27,14,14,18,18,0.0094,1,31,1.227,0.631,0.34,0.887,1.405705,0.38,2,18,32,NA,2,0.56,F2,168,197,NA,NA,NA,NA,NA,NA,NA,1.687,3.304,3.167,3.458,1,NA,6,3,6
300,19.2,38,38,11,11,0.0151,1,24,1.375,0.639,0.497,0.878,1.374022,0.57,1,15,23,1,3,0.65,F2,170,185,2.747,1.167,NA,NA,NA,NA,NA,1.659,3.088,3.336,3.963,NA,NA,12,2,12
128,32,12,12,8,8,NA,1,26,1.851,0.884,0.4,1.451,1.641403,0.28,2,22,37,1,2,0.59,F2,167,190,NA,NA,NA,NA,NA,NA,NA,2.341,3.461,3.83,3.912,NA,NA,5,2,5
649,11.4,22,22,5,5,0.0103,1,34,1.317,0.708,0.344,0.973,1.374294,0.35,1,21,38,1,3,0.55,F2,165,188,2.891,1.484,NA,NA,NA,NA,NA,1.575,2.183,2.085,2.843,NA,NA,25,3,25
804,12.1,31,31,1,1,0.0059,1,24,NA,NA,NA,NA,NA,NA,NA,12,29,2,5,0.41,F2,165,181,NA,NA,NA,NA,NA,NA,NA,1.84,2.651,2.326,4.078,NA,NA,31,2,31
170,12.5,34,34,6,6,0.012,1,29,2.29,1.188,0.14,2.15,1.809764,0.07,2,31,43,NA,3,0.72,F2,158,190,NA,NA,NA,NA,NA,NA,NA,3.04,5.822,4.732,5.897,NA,NA,7,2,7
691,47.1,43,43,18,18,0.00144545454545452,1,38,NA,NA,NA,NA,NA,NA,NA,21,38,1,3,0.55,F2,167,195,2.839,1.382,NA,NA,NA,NA,NA,1.265,2.866,6.665,3.616,NA,NA,27,3,27
243,28.3,41,41,13,13,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.283,5.623,5.804,5.789,NA,NA,10,2,10
764,19.9,24,24,7,7,0.0104,1,25,1.822,0.711,NA,1.822,2.562588,NA,2,13,26,1,3,0.5,F2,167,181,NA,NA,NA,NA,NA,NA,NA,1.22,2.315,2.377,2.94,NA,NA,30,2,30
747,11.5,44,44,13,13,0.0063,1,NA,NA,NA,NA,NA,NA,NA,NA,17,26,NA,2,0.65,F2,172,NA,NA,NA,NA,NA,NA,NA,NA,1.871,2.316,1.917,2.824,NA,NA,29,2,29
316,12.7,24,47,12,20,NA,1,38.5,2.036,1.014,0.485,1.551,1.529586,0.31,1,30,44,NA,2,0.68,F2,170,195,NA,NA,5.4134,NA,NA,NA,NA,2.556,3.939,3.911,3.584,NA,NA,13,2,13
862,14.4,45,50,7,4,0.00138522727272724,1,34,NA,NA,NA,NA,NA,NA,NA,16,32,NA,6,0.5,F2,170,193,NA,NA,NA,NA,NA,NA,NA,1.704,2.194,2.492,2.462,NA,NA,34,2,34
276,21.6,12,12,11,11,NA,1,33,1.525,0.701,0.258,1.267,1.807418,0.2,1,18,35,2,1,0.51,F2,172,195,3.205,1.075,NA,NA,NA,NA,NA,1.534,2.004,1.928,2.765,NA,NA,11,3,11
431,15.7,26,26,11,11,0.0049,1,41,2.023,0.902,0.464,1.559,1.728381,0.3,2,20,37,2,2,0.54,F2,166,193,2.896,1.422,NA,NA,NA,NA,NA,2.457,3.529,3.525,3.45,NA,NA,17,3,17
349,21.3,33,33,19,19,0.00355340909090902,1,28,1.46,0.641,0.488,0.972,1.516381,0.5,2,16,27,NA,2,0.59,F2,185,205,NA,NA,NA,NA,NA,NA,NA,1.449,2.819,2.649,3.249,1,NA,14,3,14
504,15.3,NA,52,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.002,0.0255,0.07843137,0.715,1.759,1.668,3.442,NA,20,NA,NA,20
374,12.1,13,13,19,19,0.012,1,41.5,1.995,1.076,0.501,1.494,1.388476,0.34,1,21,40,1,4,0.53,F2,167,197,3.06,1.705,5.1288,NA,NA,NA,NA,2.824,3.435,4.109,3.99,NA,NA,15,3,15
895,31.5,18,18,19,19,0.0066,1,33.5,NA,NA,NA,NA,NA,NA,NA,19,34,NA,2,0.56,F2,172,193,2.424,1.14,NA,NA,NA,NA,NA,1.572,2.671,3.269,3.501,NA,NA,35,3,35
464,24.2,27,27,5,5,0.0127,1,34.5,2.588,1.353,NA,2.588,1.912786,NA,2,25,44,3,1,0.57,F2,170,195,2.86,1.428,4.424333,NA,NA,NA,NA,3.17,6.451,6.405,6.63,NA,NA,18,2,18
447,13.6,27,27,4,4,0.009,1,35.5,2.272,1.139,0.427,1.845,1.619842,0.23,1,21,34,1,3,0.62,F2,168,195,2.582,1.133,5.342,NA,NA,NA,NA,1.929,3.971,3.391,4.269,NA,NA,18,2,18
602,25.4,20,20,7,7,NA,1,NA,0.681,0.425,NA,0.681,1.602353,NA,1,NA,NA,NA,NA,NA,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.196,1.257,1.224,1.709,NA,NA,24,2,24
968,18.5,18,18,11,11,0.00355340909090902,1,27.5,NA,NA,NA,NA,NA,NA,NA,18,28,2,3,0.64,F2,156,182,2.858,1.3,NA,NA,NA,NA,NA,2.224,3.132,3.176,3.411,NA,NA,38,2,38
1070,17,38,38,7,7,NA,1,26,NA,NA,NA,NA,NA,NA,NA,24,28,NA,2,0.86,F2,168,185,2.286,1.153,NA,NA,NA,NA,NA,1.332,2.333,2.431,2.805,1,NA,42,3,42
1066,16.7,15,15,13,13,0.0063,1,31,1.365,0.736,0.182,1.183,1.607337,0.15,1,21,30,NA,5,0.7,F2,162,183,NA,NA,NA,NA,NA,NA,NA,2.038,3.104,3.259,3.195,NA,NA,41,3,41
114,14.2,12,12,15,15,0.0338,1,38,1.599,0.971,0.02,1.579,1.626159,0.01,1,17,35,2,2,0.49,F2,168,193,2.914,1.337,NA,NA,NA,NA,NA,2.138,3.168,3.579,3.511,NA,NA,5,2,5
595,19.4,19,19,12,12,0.0180079545454542,1,46,1.396,0.761,0.28,1.116,1.466491,0.25,2,21,33,1,2,0.64,F2,172,194,NA,NA,NA,NA,NA,NA,NA,1.573,2.532,2.047,2.307,NA,NA,23,3,23
750,50.5,44,NA,14,NA,0.0212,1,22,NA,NA,NA,NA,NA,NA,NA,15,27,NA,3,0.56,F2,170,187,NA,NA,NA,NA,NA,NA,NA,1.864,2.825,3.092,3.647,NA,NA,29,2,29
578,15.4,20,20,13,13,0.0184897727272723,1,36,1.648,0.787,0.258,1.39,1.766201,0.19,1,17,34,NA,1,0.5,F2,167,197,3.565,1.361,NA,NA,NA,NA,NA,1.688,2.609,2.829,3,NA,NA,23,3,23
668,14.3,NA,51,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.0058,0.0558,0.10394265,2.448,3.836,4.572,4.619,NA,26,NA,NA,26
823,14.6,14,47,16,10,0.0016863636363636,1,35,NA,NA,NA,NA,NA,NA,NA,25,40,1,5,0.63,F2,160,188,NA,NA,NA,NA,NA,NA,NA,2.189,4.091,3.525,4.011,NA,NA,32,2,32
806,12.8,21,21,10,10,0.0148,1,30,NA,NA,NA,NA,NA,NA,NA,26,39,NA,3,0.67,F2,154,181,NA,NA,NA,NA,NA,NA,NA,3.903,6.009,6.477,2.927,NA,NA,31,2,31
262,14.9,11,11,15,15,NA,1,37,2.347,1.215,0.349,1.998,1.644444,0.17,1,23,41,2,3,0.56,F2,170,193,NA,NA,NA,NA,NA,NA,NA,2.474,3.624,4.287,4.471,NA,NA,11,3,11
766,55.6,25,25,19,19,NA,1,32,1.846,0.873,0.464,1.382,1.583047,0.34,1,26,35,NA,2,0.74,F2,151,178,NA,NA,NA,NA,NA,NA,NA,3.136,5.799,5.745,6.121,NA,NA,30,2,30
318,15.9,23,23,7,7,NA,1,21,2.099,0.996,0.476,1.623,1.629518,0.29,2,18,27,NA,1,0.67,F2,160,179,2.731,1.254,4.3588,NA,NA,NA,NA,2.709,4.257,4.114,4.544,NA,NA,13,2,13
408,13.5,2,2,4,4,0.0094,1,37,1.806,0.848,0.1,1.706,2.011792,0.06,1,20,36,NA,NA,0.56,F2,166,193,NA,NA,4.678167,NA,NA,NA,NA,2.496,3.51,3.12,3.538,NA,NA,16,2,16
31,32.6,12,12,18,18,0.00782954545454529,1,36,1.606,0.842,0.399,1.207,1.433492,0.33,2,21,32,NA,3,0.66,F2,168,195,NA,NA,5.2924,NA,NA,NA,NA,1.933,3.497,2.921,3.648,NA,NA,2,2,2
450,19.7,23,23,1,1,0.0178,1,50,3.063,1.576,0.525,2.538,1.610406,0.21,1,30,46,NA,3,0.65,F2,156,193,NA,NA,5.3891,NA,NA,NA,NA,4.146,6.799,6.073,5.006,NA,NA,18,2,18
278,21.9,11,11,18,18,0.0099374999999998,1,47,1.597,0.91,NA,1.597,1.754945,NA,1,21,43,1,2,0.49,F2,167,193,3.299,1.23,NA,NA,NA,NA,NA,1.986,3.667,4.056,3.874,NA,NA,11,3,11
433,11.5,6,6,13,13,0.0103,1,37,1.517,0.814,NA,1.517,1.863636,NA,1,22,33,1,1,0.67,F2,167,193,NA,NA,NA,NA,NA,NA,NA,2.063,3.33,3.772,4.673,NA,NA,17,3,17
40,33.5,12,12,10,10,0.00240909090909086,1,NA,0.711,0.395,0.189,0.522,1.321519,0.36,1,NA,NA,NA,NA,NA,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.791,1.294,0.814,1.929,NA,NA,2,2,2
799,16.5,31,31,11,11,0.00228863636363632,1,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,F2,172,195,NA,NA,NA,NA,NA,NA,NA,1.218,2.583,1.652,3.014,NA,NA,31,2,31
100,12,29,29,20,20,NA,1,NA,0.472,0.327,NA,0.472,1.443425,NA,1,NA,NA,NA,NA,NA,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4
96,25.2,20,20,9,9,NA,1,NA,0.883,0.509,0.055,0.828,1.626719,0.07,1,NA,NA,NA,NA,NA,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.064,1.029,NA,1.553,NA,NA,4,2,4
1059,13,16,16,6,6,0.00204772727272723,1,26.5,1.52,0.749,0.334,1.186,1.583445,0.28,2,15,29,3,1,0.52,F2,156,174,NA,NA,NA,NA,NA,NA,NA,1.574,2.643,2.778,4.242,NA,NA,41,3,41
897,34.7,37,37,5,5,NA,1,35,NA,NA,NA,NA,NA,NA,NA,12,37,2,2,0.32,F2,162,190,2.962,1.276,NA,NA,NA,NA,NA,2.263,2.92,3.281,3.712,NA,NA,35,3,35
466,20.6,13,13,14,14,0.0098,1,31,1.893,0.87,0.394,1.499,1.722989,0.26,1,17,32,NA,1,0.53,F2,172,200,2.289,1,4.649,NA,NA,NA,NA,2.536,3.606,3.813,3.33,NA,NA,18,2,18
621,18.9,19,19,7,7,NA,1,36,1.944,0.914,0.562,1.382,1.512035,0.41,1,19,34,1,NA,0.56,F2,167,193,3.014,1.423,NA,NA,NA,NA,NA,2.303,3.263,3.464,3.668,NA,NA,24,2,24
539,25.2,36,36,2,2,0.0183,1,36,1.314,0.866,0.185,1.129,1.303695,0.16,1,16,30,NA,3,0.53,F2,168,190,2.395,1.509,NA,NA,NA,NA,NA,1.953,2.524,2.573,3.616,NA,NA,21,3,21
581,15,22,22,11,11,0.0260784090909086,1,30.5,1.776,0.857,0.247,1.529,1.784131,0.16,1,18,30,3,2,0.6,F2,168,195,2.991,1.411,NA,NA,NA,NA,NA,1.601,3.67,3.724,3.508,NA,NA,23,3,23
133,40.2,37,37,19,19,0.0255965909090904,1,22,1.089,0.746,0.234,0.855,1.146113,0.27,2,13,23,NA,2,0.57,F2,168,182,2.6685,1.3445,NA,NA,NA,NA,NA,1.692,2.533,2.557,2.606,NA,NA,6,3,6
637,25.9,40,40,3,3,0.0037,1,23,0.844,0.309,0.41,0.434,1.404531,0.94,1,12,23,NA,2,0.52,F2,170,187,NA,NA,NA,NA,NA,NA,NA,1.235,1.582,1.686,2.568,NA,NA,25,3,25
206,21.5,38,38,18,18,0.0074,1,34.5,1.504,0.812,NA,1.504,1.852217,NA,1,24,38,NA,1,0.63,F2,168,195,2.9,1.238,NA,NA,NA,NA,NA,2.193,4.081,4.24,4.351,NA,NA,8,3,8
597,16.2,30,48,3,9,0.0193931818181814,1,32,1.51,0.849,NA,1.51,1.778563,NA,1,25,43,2,2,0.58,F2,161,187,NA,NA,NA,NA,NA,NA,NA,1.998,3.437,3.31,3.466,NA,NA,23,3,23
752,28,30,30,18,18,0.0066,1,29,NA,NA,NA,NA,NA,NA,NA,15,29,NA,2,0.52,F2,159,181,NA,NA,NA,NA,NA,NA,NA,1.722,1.7,1.587,3.092,NA,NA,29,2,29
321,26.9,27,27,17,17,NA,1,NA,0.681,0.356,0.134,0.547,1.536517,0.24,1,NA,NA,NA,NA,NA,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.899,1.478,1.637,1.649,NA,NA,13,2,13
149,14.3,41,41,20,20,0.004,1,41.5,1.506,0.726,0.344,1.162,1.600551,0.3,2,20,40,NA,2,0.5,F2,168,193,3.131,1.3515,NA,NA,NA,NA,NA,1.548,3.649,3.674,4.01,NA,NA,6,3,6
825,12,16,16,19,19,0.004,1,25.5,NA,NA,NA,NA,NA,NA,NA,18,27,NA,4,0.67,F2,181,195,2.6425,1.268,NA,NA,NA,NA,NA,2.164,3.763,4.119,4.495,NA,NA,32,2,32
239,15.3,2,2,15,15,0.0114,1,25,NA,NA,NA,NA,NA,NA,NA,17,30,NA,1,0.57,F2,168,187,2.866,1.396,5.1092,NA,NA,NA,NA,3.881,6.314,6.398,6.08,NA,NA,10,2,10
281,33,14,14,1,1,0.00120454545454543,1,19.5,1.63,0.704,0.405,1.225,1.740057,0.33,2,23,21,1,2,1.1,F2,166,195,NA,NA,NA,NA,NA,NA,NA,2.452,3.057,3.353,3.728,NA,NA,11,3,11
264,25.3,19,19,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.952,1.027,0.399,1.336,NA,NA,11,3,11
785,12.2,31,31,6,6,0.000542045454545443,1,20,NA,NA,NA,NA,NA,NA,NA,13,21,2,7,0.62,F2,152,173,NA,NA,NA,NA,NA,NA,NA,1.638,3.001,3.235,2.94,NA,NA,31,2,31
940,23,34,34,16,16,0.0045,1,20,1.527,0.922,NA,1.527,1.656182,NA,1,19,28,2,4,0.68,F2,168,185,NA,NA,NA,NA,NA,NA,NA,1.436,3.123,3.256,2.833,NA,NA,37,2,37
297,30.1,40,40,16,16,0.0107,1,30,1.068,0.652,0.05,1.018,1.56135,0.05,1,18,30,1,2,0.6,F2,166,187,NA,NA,NA,NA,NA,NA,NA,1.9,2.652,2.53,2.644,NA,NA,12,2,12
1060,21.7,15,15,9,9,0.0324,1,NA,1.707,0.68,0.496,1.211,1.780882,0.41,1,20,36,2,1,0.56,F2,167,NA,NA,NA,NA,NA,NA,NA,NA,1.817,3.125,3.299,3.875,NA,NA,41,3,41
452,24.8,23,23,15,15,NA,1,25,1.712,0.682,NA,1.712,2.510264,NA,1,NA,NA,NA,NA,NA,F2,155,181,NA,NA,4.2837,NA,NA,NA,NA,2.339,3.84,3.789,2.796,NA,NA,18,2,18
1056,12.2,16,16,1,1,0.0162,1,32,1.589,0.658,NA,1.589,2.414894,NA,1,21,32,1,3,0.66,F2,166,190,NA,NA,NA,NA,NA,NA,NA,1.794,3.476,3.897,3.94,NA,NA,41,3,41
956,16,35,35,10,10,NA,1,NA,1.359,0.525,0.261,1.098,2.091429,0.24,1,24,NA,NA,NA,NA,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.433,2.274,1.931,2.375,NA,NA,37,2,37
525,106,43,43,5,5,0.0062,1,39,2.314,0.975,0.578,1.736,1.780513,0.33,1,29,42,NA,1,0.69,F2,156,181,2.5,1.297,NA,NA,NA,NA,NA,3.092,5.219,5.713,5.452,NA,NA,21,3,21
15,16.6,NA,51,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2.429,5.048,4.861,4.511,NA,1,NA,NA,1
485,26,14,47,12,8,0.0023,1,23,NA,NA,NA,NA,NA,NA,NA,18,24,NA,3,0.75,F2,156,173,NA,NA,NA,NA,NA,NA,NA,1.918,3.16,2.651,3.469,NA,NA,19,2,19
640,14.2,20,20,4,4,0.0116,1,23.5,1.288,0.698,0.438,0.85,1.217765,0.52,1,13,27,NA,2,0.48,F2,162,183,NA,NA,NA,NA,NA,NA,NA,2.537,3.362,NA,3.599,NA,NA,25,3,25
468,32.6,27,27,13,13,0.0103,1,29,3.073,1.201,0.814,2.259,1.880933,0.36,1,19,40,2,2,0.48,F2,160,189,2.586,1.262,5.5832,NA,NA,NA,NA,2.652,4.735,5.15,5.032,NA,NA,18,2,18
623,17.4,10,10,1,1,0.0166227272727269,1,26,1.15,0.863,NA,1.15,1.332561,NA,1,22,30,NA,2,0.73,F2,168,189,2.596,1.036,NA,NA,NA,NA,NA,1.405,2.281,2.315,2.75,NA,NA,24,2,24
558,15.7,1,1,1,1,0.0255,1,42,NA,NA,NA,NA,NA,NA,NA,21,32,NA,3,0.66,F2,159,187,NA,NA,NA,NA,NA,NA,NA,2.049,3.514,3.656,3.927,NA,NA,22,2,22
713,14.1,24,24,9,9,0.0068,1,28,NA,NA,NA,NA,NA,NA,NA,18,29,3,2,0.62,F2,160,181,NA,NA,NA,NA,NA,NA,NA,2.18,3.701,3.565,4.465,NA,NA,28,2,28
1012,13.5,9,9,10,10,NA,1,31,1.927,0.989,0.49,1.437,1.452983,0.34,1,26,38,1,1,0.68,F2,161,186,NA,NA,NA,NA,NA,NA,NA,2.462,3.306,3.602,4.115,NA,NA,39,3,39
42,30,12,12,14,14,0.0071,1,32,1.397,0.756,0.449,0.948,1.253968,0.47,1,15,28,1,NA,0.54,F2,166,193,NA,NA,4.1082,NA,NA,NA,NA,0.895,1.375,1.268,1.607,NA,NA,2,2,2
89,37.1,19,19,15,15,0.018851136363636,1,45,3.175,1.258,0.188,2.987,2.374404,0.06,1,33,51,NA,3,0.65,F2,156,190,NA,NA,NA,NA,NA,NA,NA,4.161,6.291,6.679,6.175,NA,NA,4,2,4
811,11.6,15,15,15,15,0.036,1,35,NA,NA,NA,NA,NA,NA,NA,19,33,1,3,0.58,F2,165,188,2.9465,1.384,NA,NA,NA,NA,NA,2.626,3.741,3.404,3.833,NA,NA,32,2,32
225,16.4,NA,52,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.0038,0.0255,0.14901961,3.308,5.381,5.812,6.309,NA,9,NA,NA,9
208,26.5,39,39,1,1,0.0096,1,48,2.051,1.223,NA,2.051,1.677024,NA,2,23,43,1,3,0.53,F2,162,193,3.054,1.421,NA,NA,NA,NA,NA,2.696,4.372,4.719,1.273,NA,NA,8,3,8
98,30.1,19,19,11,11,0.0128886363636361,1,28.5,2.474,1.111,0.347,2.127,1.914491,0.16,1,27,35,2,3,0.77,F2,170,190,2.781,1.129,NA,NA,NA,NA,NA,3.247,4.819,4.447,4.714,NA,NA,4,2,4
729,12.5,30,48,12,10,0.00120454545454543,1,39,NA,NA,NA,NA,NA,NA,NA,17,30,2,2,0.57,F2,156,181,NA,NA,NA,NA,NA,NA,NA,2.638,4.564,4.768,5.05,NA,NA,29,2,29
250,25.1,40,40,1,1,0.0093,1,25,NA,NA,NA,NA,NA,NA,NA,16,30,NA,NA,0.53,F2,170,195,2.702,1.184,5.6578,NA,NA,NA,NA,4.223,6.488,6.568,6.612,NA,NA,10,2,10
340,15.7,42,42,11,11,0.0097,1,34,1.858,0.714,0.409,1.449,2.029412,0.28,1,24,39,NA,1,0.62,F2,166,190,2.783,1.273,NA,NA,NA,NA,NA,1.549,3.926,3.421,3.636,NA,NA,14,3,14
917,24,5,52,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.0232,0.0929,0.24973089,2.15,4.188,4.615,4.418,NA,36,NA,NA,36
283,20.1,14,14,10,10,NA,1,NA,1.636,0.726,0.245,1.391,1.915978,0.18,2,NA,NA,NA,NA,NA,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.307,2.334,2.577,3.168,1,NA,11,3,11
787,13.7,30,30,8,8,0.0078,1,22,NA,NA,NA,NA,NA,NA,NA,22,26,NA,4,0.85,F2,158,181,NA,NA,NA,NA,NA,NA,NA,2.251,3.156,3.192,4.027,NA,NA,31,2,31
